,Assignment,DocumentNo,BusA,Type,Tx,PBk,Clrng_doc.,Text,CoCd,Supplier,Account,G/L,Supplier_Name,Pur._Doc.,Doc._Date,Amt_in_loc.cur.,Clearing,Pstng_Date,Column1,Net_due_dt,Arrers,Arrear,Discont,Day1,Day2,Net,Entity,IC,Net_due_d-clearing_d,Paid_T/F,Inv_Type,Pay_term_in_days,Payment_Term_desc,PT_Category,doc_type
12206,9402842204,7200057066,,debit,85,,55219728,,520,660009,660009,162000,Hoffmann GmbH,4503740157.0,27.05.2024,52.0,26.06.2024,28.05.2024,5.2024,26.07.2024,0,-30,False,30,60,0,TKFT,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12207,9402842205,7200057067,,debit,85,,55219728,,520,660009,660009,162000,Hoffmann GmbH,4503740099.0,27.05.2024,109.78,26.06.2024,28.05.2024,5.2024,26.07.2024,0,-30,False,30,60,0,TKFT,NO,30,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12208,9402843150,7200057137,,debit,85,,55219728,,520,660009,660009,162000,Hoffmann GmbH,4503740097.0,28.05.2024,1235.4,26.06.2024,29.05.2024,5.2024,27.07.2024,-1,-31,False,30,60,0,TKFT,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12209,9402843254,7200057256,,debit,85,,55219728,,520,660009,660009,162000,Hoffmann GmbH,4503729022.0,29.05.2024,36.49,26.06.2024,31.05.2024,5.2024,28.07.2024,-2,-32,False,30,60,0,TKFT,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12210,9402844567,7200057261,,debit,85,,55219728,,520,660009,660009,162000,Hoffmann GmbH,4503739174.0,30.05.2024,1331.13,26.06.2024,31.05.2024,5.2024,29.07.2024,-3,-33,False,30,60,0,TKFT,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12211,9402846025,7200057479,,debit,85,,55219728,,520,660009,660009,162000,Hoffmann GmbH,4503741459.0,31.05.2024,1019.84,26.06.2024,31.05.2024,5.2024,30.07.2024,-4,-34,False,30,60,0,TKFT,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12212,2407600098468,7200054581,,debit,85,,55219345,"<100€, Verbrauchsabrechnung 01.10.2023-31.03.2024",520,660083,660083,162000,Canon Deutschland GmbH,,08.04.2024,60.37,05.06.2024,11.04.2024,4.2024,07.06.2024,-2,-2,True,60,0,0,TKFT,NO,2,True,PO,60,innerhalb von 60 Tagen ohne Abzug,30-60 d,PO Invoices
12213,2407600098452,7200054700,,debit,85,,55219345,"<100€, Verbrauchsabrechnung 01.10.2023-31.03.2024",520,660083,660083,162000,Canon Deutschland GmbH,,08.04.2024,82.37,05.06.2024,12.04.2024,4.2024,07.06.2024,-2,-2,True,60,0,0,TKFT,NO,2,True,PO,60,innerhalb von 60 Tagen ohne Abzug,30-60 d,PO Invoices
12214,2407600098507,7200054705,,debit,85,,55219345,<100€,520,660083,660083,162000,Canon Deutschland GmbH,,08.04.2024,79.18,05.06.2024,12.04.2024,4.2024,07.06.2024,-2,-2,True,60,0,0,TKFT,NO,2,True,PO,60,innerhalb von 60 Tagen ohne Abzug,30-60 d,PO Invoices
12215,2407600123054,7200055541,,debit,85,,55219604,,520,660083,660083,162000,Canon Deutschland GmbH,,26.04.2024,324.56,18.06.2024,29.04.2024,4.2024,25.06.2024,-7,-7,True,60,0,0,TKFT,NO,7,True,PO,60,innerhalb von 60 Tagen ohne Abzug,30-60 d,PO Invoices
12216,1103186039,7200058201,,debit,85,,55219674,,520,660085,660085,162000,mateco GmbH,4503749449.0,12.06.2024,412.91,18.06.2024,18.06.2024,6.2024,22.06.2024,-4,-4,True,10,0,0,TKFT,NO,4,True,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
12217,F-2880,7200057504,,debit,69,,55219729,,520,660105,660105,162000,Peter Ludwig e.K.,4503717741.0,08.04.2024,26992.0,26.06.2024,31.05.2024,5.2024,08.05.2024,49,49,True,30,0,0,TKFT,NO,-49,False,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12218,38263,7200058092,,debit,85,,55219605,,520,660118,660118,162000,Prätzlich Team,4503744323.0,11.06.2024,180.88,18.06.2024,17.06.2024,6.2024,21.06.2024,-3,-3,True,10,0,0,TKFT,NO,3,True,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
12219,24-55-004889,7200057186,,debit,85,,55219484,,520,660167,660167,162000,Friedrich Marx GmbH & Co. KG,4503603422.0,27.05.2024,729.11,12.06.2024,30.05.2024,5.2024,06.06.2024,6,6,True,10,0,0,TKFT,NO,-6,False,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
12220,24605917,7200057376,,debit,84,,55219346,,520,660174,660174,162000,Elbe-Werkstätten GmbH,4503736990.0,31.05.2024,85.6,05.06.2024,31.05.2024,5.2024,08.06.2024,-2,-2,True,7,0,0,TKFT,NO,3,True,PO,8,8 Tage Netto,< 30 day,PO Invoices
12221,455931,7200056158,,debit,85,,55219347,,520,660226,660226,162000,GMT Guss + Maschinenteile GmbH,5500012238.0,06.05.2024,5983.32,05.06.2024,08.05.2024,5.2024,05.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12222,455960,7200056383,,debit,85,,55219485,,520,660226,660226,162000,GMT Guss + Maschinenteile GmbH,4503716706.0,13.05.2024,29230.9,12.06.2024,15.05.2024,5.2024,12.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12223,455961,7200056384,,debit,85,,55219485,,520,660226,660226,162000,GMT Guss + Maschinenteile GmbH,4503732636.0,13.05.2024,893.48,12.06.2024,15.05.2024,5.2024,12.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12224,455963,7200056385,,debit,85,,55219485,,520,660226,660226,162000,GMT Guss + Maschinenteile GmbH,5500012150.0,13.05.2024,7776.03,12.06.2024,15.05.2024,5.2024,12.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12225,456005,7200056645,,debit,85,,55219606,,520,660226,660226,162000,GMT Guss + Maschinenteile GmbH,5500012156.0,21.05.2024,1721.45,18.06.2024,21.05.2024,5.2024,20.06.2024,-2,-2,True,30,0,0,TKFT,NO,2,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12226,455930,7200056777,,debit,85,,55219347,,520,660226,660226,162000,GMT Guss + Maschinenteile GmbH,5500012247.0,06.05.2024,16520.15,05.06.2024,23.05.2024,5.2024,05.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12227,456004,7200056778,,debit,85,,55219606,,520,660226,660226,162000,GMT Guss + Maschinenteile GmbH,5500012256.0,21.05.2024,3831.23,18.06.2024,23.05.2024,5.2024,20.06.2024,-2,-2,True,30,0,0,TKFT,NO,2,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12228,456047,7200056992,,debit,85,,55219730,,520,660226,660226,162000,GMT Guss + Maschinenteile GmbH,4503716671.0,27.05.2024,4485.21,26.06.2024,27.05.2024,5.2024,26.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12229,456084,7200058323,,credit,85,,55219730,,520,660226,660226,162000,GMT Guss + Maschinenteile GmbH,4503724850.0,30.05.2024,-238.15,26.06.2024,19.06.2024,6.2024,29.06.2024,27,27,True,30,0,0,TKFT,NO,3,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Credit notes
12230,22207108029,7200056517,,debit,85,,55219348,,520,660234,660234,162000,Metallbau Scharfenorth,4503727516.0,08.05.2024,7413.34,05.06.2024,16.05.2024,5.2024,07.06.2024,18,-2,False,10,30,0,TKFT,NO,2,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12231,22207108033,7200057336,,debit,85,,55219348,,520,660234,660234,162000,Metallbau Scharfenorth,4503737641.0,30.05.2024,8328.7,05.06.2024,31.05.2024,5.2024,29.06.2024,-4,-24,False,10,30,0,TKFT,NO,24,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12232,22207108034,7200058121,,debit,85,,55219607,,520,660234,660234,162000,Metallbau Scharfenorth,4503744684.0,11.06.2024,17680.3,18.06.2024,17.06.2024,6.2024,11.07.2024,-3,-23,False,10,30,0,TKFT,NO,23,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12233,RF240111,7200058090,,debit,85,,55219608,,520,660243,660243,162000,Omeras GmbH,4503722711.0,06.06.2024,8118.2,18.06.2024,17.06.2024,6.2024,20.06.2024,-2,-2,True,14,0,0,TKFT,NO,2,True,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
12234,124050043,7200056159,,debit,85,,55219349,,520,660274,660274,162000,Gustav Seeland GmbH,4503730282.0,06.05.2024,654.5,05.06.2024,08.05.2024,5.2024,05.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12236,RG185014,7200057811,,debit,85,,55219731,,520,660424,660424,162000,Polmont GmbH,5500012272.0,31.05.2024,2689.4,26.06.2024,10.06.2024,6.2024,30.06.2024,16,-4,False,10,30,0,TKFT,NO,4,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12237,12237,7200056989,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503735766.0,23.05.2024,1122.41,05.06.2024,27.05.2024,5.2024,22.06.2024,-1,-17,False,14,30,0,TKFT,NO,17,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12238,12277,7200057050,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503729626.0,28.05.2024,289.17,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12239,12276,7200057052,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503734159.0,28.05.2024,81.4,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12240,12275,7200057053,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503734160.0,28.05.2024,42.84,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12241,12274,7200057054,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503735157.0,28.05.2024,89.96,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12242,12273,7200057055,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503734161.0,28.05.2024,128.52,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12243,12272,7200057056,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503733269.0,28.05.2024,81.4,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12244,12271,7200057057,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503733270.0,28.05.2024,135.66,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12245,12270,7200057058,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503738209.0,28.05.2024,458.39,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12246,12269,7200057059,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503738104.0,28.05.2024,1047.2,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12247,12268,7200057060,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503732755.0,28.05.2024,404.6,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12248,12267,7200057061,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503736251.0,28.05.2024,108.53,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12249,12265,7200057062,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503736211.0,28.05.2024,148.51,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12250,12264,7200057063,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503735589.0,28.05.2024,97.58,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12251,12263,7200057064,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503736212.0,28.05.2024,88.54,05.06.2024,28.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12252,12262,7200057268,,debit,85,,55219350,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503734158.0,28.05.2024,5797.68,05.06.2024,31.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12253,12266,7200057367,,debit,85,,55219732,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503735611.0,28.05.2024,49.5,26.06.2024,31.05.2024,5.2024,27.06.2024,15,-1,False,14,30,0,TKFT,NO,1,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12254,11993,7200057633,,debit,85,,55219548,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503717046.0,05.04.2024,1336.85,12.06.2024,06.06.2024,6.2024,05.05.2024,54,38,False,14,30,0,TKFT,NO,-38,False,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12255,12334,7200057634,,debit,85,,55219610,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503740872.0,05.06.2024,5791.97,18.06.2024,06.06.2024,6.2024,05.07.2024,-1,-17,False,14,30,0,TKFT,NO,17,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12256,12246,7200057954,,debit,85,,55219610,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503737000.0,24.05.2024,229.43,18.06.2024,12.06.2024,6.2024,23.06.2024,11,-5,False,14,30,0,TKFT,NO,5,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12257,12368,7200057962,,debit,85,,55219610,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503738103.0,11.06.2024,29.99,18.06.2024,12.06.2024,6.2024,11.07.2024,-7,-23,False,14,30,0,TKFT,NO,23,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12258,12369,7200057963,,debit,85,,55219610,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503738105.0,11.06.2024,107.1,18.06.2024,12.06.2024,6.2024,11.07.2024,-7,-23,False,14,30,0,TKFT,NO,23,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12259,12370,7200057964,,debit,85,,55219610,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503740079.0,11.06.2024,105.67,18.06.2024,12.06.2024,6.2024,11.07.2024,-7,-23,False,14,30,0,TKFT,NO,23,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12260,12371,7200057965,,debit,85,,55219610,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503740071.0,11.06.2024,276.08,18.06.2024,12.06.2024,6.2024,11.07.2024,-7,-23,False,14,30,0,TKFT,NO,23,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12261,12372,7200057966,,debit,85,,55219610,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503741912.0,11.06.2024,75.86,18.06.2024,12.06.2024,6.2024,11.07.2024,-7,-23,False,14,30,0,TKFT,NO,23,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12262,12373,7200057967,,debit,85,,55219610,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503741910.0,11.06.2024,104.72,18.06.2024,12.06.2024,6.2024,11.07.2024,-7,-23,False,14,30,0,TKFT,NO,23,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12263,12374,7200057968,,debit,85,,55219610,,520,660438,660438,162000,WOT Oberflächen Technik GmbH,4503741979.0,11.06.2024,91.39,18.06.2024,12.06.2024,6.2024,11.07.2024,-7,-23,False,14,30,0,TKFT,NO,23,True,PO,30,innerhalb von 14 Tagen 3 % Skonto,< 30 day,PO Invoices
12264,109297,7200057478,,debit,85,,55219351,,520,660480,660480,162000,Kaack GmbH,4503738430.0,30.05.2024,3141.6,05.06.2024,31.05.2024,5.2024,29.06.2024,-4,-24,False,10,30,0,TKFT,NO,24,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12265,109247,7200057480,,debit,85,,55219351,,520,660480,660480,162000,Kaack GmbH,4503738112.0,28.05.2024,509.08,05.06.2024,31.05.2024,5.2024,27.06.2024,-2,-22,False,10,30,0,TKFT,NO,22,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12266,109388,7200057736,,debit,85,,55219486,,520,660480,660480,162000,Kaack GmbH,4503738982.0,06.06.2024,3142.74,12.06.2024,07.06.2024,6.2024,06.07.2024,-4,-24,False,10,30,0,TKFT,NO,24,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12269,6716362162,7200057942,,debit,85,,55219550,,520,660502,660502,162000,Stadtbote GmbH,,31.05.2024,888.37,12.06.2024,12.06.2024,6.2024,14.06.2024,-2,-2,True,14,0,0,TKFT,NO,2,True,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
12270,30544,7200057635,,debit,85,,55219488,,520,660509,660509,162000,griwecolor GmbH,4503740754.0,04.06.2024,5497.3,12.06.2024,06.06.2024,6.2024,04.07.2024,-2,-22,False,10,30,0,TKFT,NO,22,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12273,8217627525,7200057415,,debit,85,,55219733,,520,660546,660546,162000,SAREL,4503724343.0,30.05.2024,1638.51,26.06.2024,31.05.2024,5.2024,29.07.2024,-3,-33,False,30,60,0,TKFT,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
12274,REK-24002536,7200057213,,debit,85,,55219417,,520,660599,660599,162000,Walter Hering KG,4503733479.0,28.05.2024,562.28,05.06.2024,30.05.2024,5.2024,27.06.2024,-2,-22,False,10,30,0,TKFT,NO,22,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12275,16204328,7200057870,,debit,85,,55219611,,520,660642,660642,162000,EFAFLEX Tortechnik GmbH,4503731336.0,10.06.2024,923.86,18.06.2024,11.06.2024,6.2024,20.06.2024,-2,-2,True,10,0,0,TKFT,NO,2,True,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
12276,7620,7200056718,,debit,69,,55219489,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503736642.0,16.05.2024,10700.0,12.06.2024,23.05.2024,5.2024,15.06.2024,17,-3,False,10,30,0,TKFT,NO,3,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12277,7616,7200056719,,debit,85,,55219489,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503715482.0,16.05.2024,196.35,12.06.2024,23.05.2024,5.2024,15.06.2024,17,-3,False,10,30,0,TKFT,NO,3,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12278,7621,7200056720,,debit,69,,55219489,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503735819.0,16.05.2024,9760.0,12.06.2024,23.05.2024,5.2024,15.06.2024,17,-3,False,10,30,0,TKFT,NO,3,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12279,7615,7200056723,,debit,85,,55219489,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503731320.0,16.05.2024,217.06,12.06.2024,23.05.2024,5.2024,15.06.2024,17,-3,False,10,30,0,TKFT,NO,3,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12280,7643,7200057030,,debit,85,,55219353,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503731319.0,27.05.2024,434.35,05.06.2024,28.05.2024,5.2024,26.06.2024,-1,-21,False,10,30,0,TKFT,NO,21,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12281,7642,7200057031,,debit,85,,55219353,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503704911.0,27.05.2024,2189.6,05.06.2024,28.05.2024,5.2024,26.06.2024,-1,-21,False,10,30,0,TKFT,NO,21,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12282,7640,7200057032,,debit,85,,55219353,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503726358.0,27.05.2024,217.23,05.06.2024,28.05.2024,5.2024,26.06.2024,-1,-21,False,10,30,0,TKFT,NO,21,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12283,7639,7200057033,,debit,85,,55219353,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503725150.0,27.05.2024,727.92,05.06.2024,28.05.2024,5.2024,26.06.2024,-1,-21,False,10,30,0,TKFT,NO,21,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12284,7641,7200057034,,debit,85,,55219353,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503704893.0,27.05.2024,2368.1,05.06.2024,28.05.2024,5.2024,26.06.2024,-1,-21,False,10,30,0,TKFT,NO,21,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12285,7638,7200057035,,debit,85,,55219353,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503644889.0,27.05.2024,2058.7,05.06.2024,28.05.2024,5.2024,26.06.2024,-1,-21,False,10,30,0,TKFT,NO,21,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12286,7648,7200057295,,debit,85,,55219353,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503705786.0,29.05.2024,560.49,05.06.2024,31.05.2024,5.2024,28.06.2024,-3,-23,False,10,30,0,TKFT,NO,23,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12287,7647,7200057462,,debit,85,,55219353,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503737688.0,29.05.2024,11608.46,05.06.2024,31.05.2024,5.2024,28.06.2024,-3,-23,False,10,30,0,TKFT,NO,23,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12288,7646,7200057465,,debit,85,,55219353,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503739238.0,29.05.2024,440.06,05.06.2024,31.05.2024,5.2024,28.06.2024,-3,-23,False,10,30,0,TKFT,NO,23,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12289,7649,7200057466,,debit,85,,55219353,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503701125.0,29.05.2024,1195.95,05.06.2024,31.05.2024,5.2024,28.06.2024,-3,-23,False,10,30,0,TKFT,NO,23,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12290,7593,7200057506,,debit,85,,55219489,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503690205.0,06.05.2024,1469.77,12.06.2024,31.05.2024,5.2024,05.06.2024,27,7,False,10,30,0,TKFT,NO,-7,False,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12291,7655,7200057719,,debit,85,,55219489,,520,660648,660648,162000,HEWA Edelstahlverarbeitung GmbH,4503704907.0,05.06.2024,2368.1,12.06.2024,07.06.2024,6.2024,05.07.2024,-3,-23,False,10,30,0,TKFT,NO,23,True,PO,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,PO Invoices
12292,67398,7200057482,,debit,85,,55219354,,520,660654,660654,162000,Kraemer & Kraus Wärmetechnik GmbH,5500012136.0,28.05.2024,3921.05,05.06.2024,31.05.2024,5.2024,27.06.2024,-6,-22,False,14,30,0,TKFT,NO,22,True,PO,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,PO Invoices
12293,6680.2024,7200056052,,debit,85,,55219355,2024.03208,520,660661,660661,162000,Emod Motoren GmbH,4503716185.0,06.05.2024,3329.62,05.06.2024,07.05.2024,5.2024,05.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12294,6679.2024,7200056053,,debit,85,,55219355,2024.03209,520,660661,660661,162000,Emod Motoren GmbH,4503716186.0,06.05.2024,3329.62,05.06.2024,07.05.2024,5.2024,05.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
12295,6678.2024,7200056099,,debit,85,,55219355,2024.03211,520,660661,660661,162000,Emod Motoren GmbH,4503716187.0,06.05.2024,3372.46,05.06.2024,07.05.2024,5.2024,05.06.2024,0,0,True,30,0,0,TKFT,NO,0,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
